,value,min,max,dsc,sym,dev,timestamp
3,339.345,300000,1100000,VOC,KOhm,BME680,1614570884.9829068
0,27.8946484375,-40,85,Thermometer,°c,BME680,1614570945.898959
1,985.5006146343906,300,1100,Barometer,hPa,BME680,1614570945.898959
2,26.33070895864126,0,100,Hygrometer,%,BME680,1614570945.898959
3,339.677,300000,1100000,VOC,KOhm,BME680,1614570945.898959
0,27.916328125,-40,85,Thermometer,°c,BME680,1614571006.8302426
1,985.4552773289956,300,1100,Barometer,hPa,BME680,1614571006.8302426
2,26.382035130171978,0,100,Hygrometer,%,BME680,1614571006.8302426
3,338.684,300000,1100000,VOC,KOhm,BME680,1614571006.8302426
0,27.932734375,-40,85,Thermometer,°c,BME680,1614571067.7298777
1,985.4140136498997,300,1100,Barometer,hPa,BME680,1614571067.7298777
2,26.598649551961106,0,100,Hygrometer,%,BME680,1614571067.7298777
3,339.345,300000,1100000,VOC,KOhm,BME680,1614571067.7298777
0,27.9610546875,-40,85,Thermometer,°c,BME680,1614571128.5502396
1,985.3667267517121,300,1100,Barometer,hPa,BME680,1614571128.5502396
2,27.021508381110586,0,100,Hygrometer,%,BME680,1614571128.5502396
3,337.37,300000,1100000,VOC,KOhm,BME680,1614571128.5502396
0,28.00265625,-40,85,Thermometer,°c,BME680,1614571189.3926466
1,985.3454973923019,300,1100,Barometer,hPa,BME680,1614571189.3926466
2,27.07471542465533,0,100,Hygrometer,%,BME680,1614571189.3926466
3,337.698,300000,1100000,VOC,KOhm,BME680,1614571189.3926466
0,28.0477734375,-40,85,Thermometer,°c,BME680,1614571250.2412713
1,985.3209485628452,300,1100,Barometer,hPa,BME680,1614571250.2412713
2,27.072759088794758,0,100,Hygrometer,%,BME680,1614571250.2412713
3,339.015,300000,1100000,VOC,KOhm,BME680,1614571250.2412713
0,28.100703125,-40,85,Thermometer,°c,BME680,1614571311.080227
1,985.3227050331616,300,1100,Barometer,hPa,BME680,1614571311.080227
2,27.093613901818454,0,100,Hygrometer,%,BME680,1614571311.080227
3,335.742,300000,1100000,VOC,KOhm,BME680,1614571311.080227
0,28.163984375,-40,85,Thermometer,°c,BME680,1614571371.974164
1,985.3476911303237,300,1100,Barometer,hPa,BME680,1614571371.974164
2,27.070916435693302,0,100,Hygrometer,%,BME680,1614571371.974164
3,334.129,300000,1100000,VOC,KOhm,BME680,1614571371.974164
0,28.2317578125,-40,85,Thermometer,°c,BME680,1614571432.8602192
1,985.3691171418404,300,1100,Barometer,hPa,BME680,1614571432.8602192
2,27.07076716932379,0,100,Hygrometer,%,BME680,1614571432.8602192
3,334.45,300000,1100000,VOC,KOhm,BME680,1614571432.8602192
0,28.281171875,-40,85,Thermometer,°c,BME680,1614571493.7102299
1,985.3829615298451,300,1100,Barometer,hPa,BME680,1614571493.7102299
2,27.185725936960978,0,100,Hygrometer,%,BME680,1614571493.7102299
3,334.772,300000,1100000,VOC,KOhm,BME680,1614571493.7102299
0,28.3559765625,-40,85,Thermometer,°c,BME680,1614571554.580245
1,985.3994929864394,300,1100,Barometer,hPa,BME680,1614571554.580245
2,26.571029366686847,0,100,Hygrometer,%,BME680,1614571554.580245
3,334.129,300000,1100000,VOC,KOhm,BME680,1614571554.580245
0,28.426875,-40,85,Thermometer,°c,BME680,1614571615.4648876
1,985.4134205318836,300,1100,Barometer,hPa,BME680,1614571615.4648876
2,26.427359442806903,0,100,Hygrometer,%,BME680,1614571615.4648876
3,330.321,300000,1100000,VOC,KOhm,BME680,1614571615.4648876
0,28.486640625,-40,85,Thermometer,°c,BME680,1614571676.7865808
1,985.4152089450056,300,1100,Barometer,hPa,BME680,1614571676.7865808
2,26.271898437493494,0,100,Hygrometer,%,BME680,1614571676.7865808
3,332.531,300000,1100000,VOC,KOhm,BME680,1614571676.7865808
0,28.524140625,-40,85,Thermometer,°c,BME680,1614571737.6375575
1,985.4297718428486,300,1100,Barometer,hPa,BME680,1614571737.6375575
2,26.175508182483398,0,100,Hygrometer,%,BME680,1614571737.6375575
3,332.214,300000,1100000,VOC,KOhm,BME680,1614571737.6375575
0,28.5458203125,-40,85,Thermometer,°c,BME680,1614571798.5120006
1,985.438987948178,300,1100,Barometer,hPa,BME680,1614571798.5120006
2,26.105508584248643,0,100,Hygrometer,%,BME680,1614571798.5120006
3,329.382,300000,1100000,VOC,KOhm,BME680,1614571798.5120006
0,28.581171875,-40,85,Thermometer,°c,BME680,1614571859.4326606
1,985.4237342208897,300,1100,Barometer,hPa,BME680,1614571859.4326606
2,26.05863758653931,0,100,Hygrometer,%,BME680,1614571859.4326606
3,327.83,300000,1100000,VOC,KOhm,BME680,1614571859.4326606
0,28.628828125,-40,85,Thermometer,°c,BME680,1614571920.3002548
1,985.4118407806137,300,1100,Barometer,hPa,BME680,1614571920.3002548
2,26.05129993540586,0,100,Hygrometer,%,BME680,1614571920.3002548
3,329.382,300000,1100000,VOC,KOhm,BME680,1614571920.3002548
0,28.644453125,-40,85,Thermometer,°c,BME680,1614571981.264983
1,985.3992367787067,300,1100,Barometer,hPa,BME680,1614571981.264983
2,26.289706773019017,0,100,Hygrometer,%,BME680,1614571981.264983
3,330.635,300000,1100000,VOC,KOhm,BME680,1614571981.264983
0,28.6565625,-40,85,Thermometer,°c,BME680,1614572042.1402276
1,985.3776076406317,300,1100,Barometer,hPa,BME680,1614572042.1402276
2,26.279608567804388,0,100,Hygrometer,%,BME680,1614572042.1402276
3,329.07,300000,1100000,VOC,KOhm,BME680,1614572042.1402276
0,28.6618359375,-40,85,Thermometer,°c,BME680,1614572103.036401
1,985.3541079821271,300,1100,Barometer,hPa,BME680,1614572103.036401
2,26.307626476332675,0,100,Hygrometer,%,BME680,1614572103.036401
3,328.759,300000,1100000,VOC,KOhm,BME680,1614572103.036401
0,28.6649609375,-40,85,Thermometer,°c,BME680,1614572163.937043
1,985.3448848823011,300,1100,Barometer,hPa,BME680,1614572163.937043
2,26.357577292422114,0,100,Hygrometer,%,BME680,1614572163.937043
3,326.905,300000,1100000,VOC,KOhm,BME680,1614572163.937043
0,28.677265625,-40,85,Thermometer,°c,BME680,1614572224.8223817
1,985.3394307284236,300,1100,Barometer,hPa,BME680,1614572224.8223817
2,26.3530144819184,0,100,Hygrometer,%,BME680,1614572224.8223817
3,328.449,300000,1100000,VOC,KOhm,BME680,1614572224.8223817
0,28.6813671875,-40,85,Thermometer,°c,BME680,1614572285.7235177
1,985.3440790757651,300,1100,Barometer,hPa,BME680,1614572285.7235177
2,26.325717551491707,0,100,Hygrometer,%,BME680,1614572285.7235177
3,325.681,300000,1100000,VOC,KOhm,BME680,1614572285.7235177
0,28.6942578125,-40,85,Thermometer,°c,BME680,1614572346.6451974
1,985.3659946422289,300,1100,Barometer,hPa,BME680,1614572346.6451974
2,26.326723669407667,0,100,Hygrometer,%,BME680,1614572346.6451974
3,326.292,300000,1100000,VOC,KOhm,BME680,1614572346.6451974
0,28.7059765625,-40,85,Thermometer,°c,BME680,1614572407.5402803
1,985.3772599327217,300,1100,Barometer,hPa,BME680,1614572407.5402803
2,26.316592375236436,0,100,Hygrometer,%,BME680,1614572407.5402803
3,325.376,300000,1100000,VOC,KOhm,BME680,1614572407.5402803
0,28.713203125,-40,85,Thermometer,°c,BME680,1614572468.3802385
1,985.3956120755292,300,1100,Barometer,hPa,BME680,1614572468.3802385
2,26.32267934332847,0,100,Hygrometer,%,BME680,1614572468.3802385
3,325.072,300000,1100000,VOC,KOhm,BME680,1614572468.3802385
0,28.7255078125,-40,85,Thermometer,°c,BME680,1614572529.2681324
1,985.4183757367764,300,1100,Barometer,hPa,BME680,1614572529.2681324
2,26.307070947883858,0,100,Hygrometer,%,BME680,1614572529.2681324
3,324.163,300000,1100000,VOC,KOhm,BME680,1614572529.2681324
0,28.7286328125,-40,85,Thermometer,°c,BME680,1614572590.1768982
1,985.4585362037911,300,1100,Barometer,hPa,BME680,1614572590.1768982
2,26.373602951286422,0,100,Hygrometer,%,BME680,1614572590.1768982
3,324.465,300000,1100000,VOC,KOhm,BME680,1614572590.1768982
0,28.7383984375,-40,85,Thermometer,°c,BME680,1614572651.332309
1,985.4861501778495,300,1100,Barometer,hPa,BME680,1614572651.332309
2,26.335693620538564,0,100,Hygrometer,%,BME680,1614572651.332309
3,322.659,300000,1100000,VOC,KOhm,BME680,1614572651.332309
0,28.7497265625,-40,85,Thermometer,°c,BME680,1614572712.2092202
1,985.4915140705962,300,1100,Barometer,hPa,BME680,1614572712.2092202
2,26.29791527937267,0,100,Hygrometer,%,BME680,1614572712.2092202
3,322.959,300000,1100000,VOC,KOhm,BME680,1614572712.2092202
0,28.7551953125,-40,85,Thermometer,°c,BME680,1614572773.100218
1,985.5141745709054,300,1100,Barometer,hPa,BME680,1614572773.100218
2,26.331481547571045,0,100,Hygrometer,%,BME680,1614572773.100218
3,322.959,300000,1100000,VOC,KOhm,BME680,1614572773.100218
0,28.7610546875,-40,85,Thermometer,°c,BME680,1614572834.011115
1,985.560376102885,300,1100,Barometer,hPa,BME680,1614572834.011115
2,26.287754143524396,0,100,Hygrometer,%,BME680,1614572834.011115
3,322.36,300000,1100000,VOC,KOhm,BME680,1614572834.011115
0,28.7690625,-40,85,Thermometer,°c,BME680,1614572894.891093
1,985.5958266092451,300,1100,Barometer,hPa,BME680,1614572894.891093
2,26.293901181349437,0,100,Hygrometer,%,BME680,1614572894.891093
3,322.061,300000,1100000,VOC,KOhm,BME680,1614572894.891093
0,28.8020703125,-40,85,Thermometer,°c,BME680,1614572955.8029609
1,985.6209761958739,300,1100,Barometer,hPa,BME680,1614572955.8029609
2,26.418037441110215,0,100,Hygrometer,%,BME680,1614572955.8029609
3,321.169,300000,1100000,VOC,KOhm,BME680,1614572955.8029609
0,28.8165234375,-40,85,Thermometer,°c,BME680,1614573016.7769494
1,985.6594499113208,300,1100,Barometer,hPa,BME680,1614573016.7769494
2,26.292081466708915,0,100,Hygrometer,%,BME680,1614573016.7769494
3,321.763,300000,1100000,VOC,KOhm,BME680,1614573016.7769494
0,28.825703125,-40,85,Thermometer,°c,BME680,1614573077.6779616
1,985.6614545253609,300,1100,Barometer,hPa,BME680,1614573077.6779616
2,26.28175198890188,0,100,Hygrometer,%,BME680,1614573077.6779616
3,320.577,300000,1100000,VOC,KOhm,BME680,1614573077.6779616
0,28.8301953125,-40,85,Thermometer,°c,BME680,1614573138.5802274
1,985.6455455898385,300,1100,Barometer,hPa,BME680,1614573138.5802274
2,26.1882477848472,0,100,Hygrometer,%,BME680,1614573138.5802274
3,321.169,300000,1100000,VOC,KOhm,BME680,1614573138.5802274
0,28.835078125,-40,85,Thermometer,°c,BME680,1614573199.4757345
1,985.6390673678384,300,1100,Barometer,hPa,BME680,1614573199.4757345
2,26.172071474042642,0,100,Hygrometer,%,BME680,1614573199.4757345
3,320.873,300000,1100000,VOC,KOhm,BME680,1614573199.4757345
0,28.8286328125,-40,85,Thermometer,°c,BME680,1614573260.3302298
1,985.6360464689401,300,1100,Barometer,hPa,BME680,1614573260.3302298
2,26.11639887032066,0,100,Hygrometer,%,BME680,1614573260.3302298
3,321.169,300000,1100000,VOC,KOhm,BME680,1614573260.3302298
0,28.8106640625,-40,85,Thermometer,°c,BME680,1614573321.2281175
1,985.6308846359238,300,1100,Barometer,hPa,BME680,1614573321.2281175
2,26.192247628862756,0,100,Hygrometer,%,BME680,1614573321.2281175
3,319.693,300000,1100000,VOC,KOhm,BME680,1614573321.2281175
0,28.80109375,-40,85,Thermometer,°c,BME680,1614573382.1508093
1,985.6159214055126,300,1100,Barometer,hPa,BME680,1614573382.1508093
2,26.219099996469073,0,100,Hygrometer,%,BME680,1614573382.1508093
3,320.577,300000,1100000,VOC,KOhm,BME680,1614573382.1508093
0,28.7887890625,-40,85,Thermometer,°c,BME680,1614573443.020244
1,985.619614119377,300,1100,Barometer,hPa,BME680,1614573443.020244
2,26.295440255098445,0,100,Hygrometer,%,BME680,1614573443.020244
3,319.399,300000,1100000,VOC,KOhm,BME680,1614573443.020244
0,28.7731640625,-40,85,Thermometer,°c,BME680,1614573503.9249945
1,985.605767310387,300,1100,Barometer,hPa,BME680,1614573503.9249945
2,26.244526537461333,0,100,Hygrometer,%,BME680,1614573503.9249945
3,318.814,300000,1100000,VOC,KOhm,BME680,1614573503.9249945
0,28.7712109375,-40,85,Thermometer,°c,BME680,1614573564.820253
1,985.6203523266471,300,1100,Barometer,hPa,BME680,1614573564.820253
2,26.139523450612103,0,100,Hygrometer,%,BME680,1614573564.820253
3,318.814,300000,1100000,VOC,KOhm,BME680,1614573564.820253
0,28.7633984375,-40,85,Thermometer,°c,BME680,1614573625.717945
1,985.6398864439087,300,1100,Barometer,hPa,BME680,1614573625.717945
2,26.166501048119812,0,100,Hygrometer,%,BME680,1614573625.717945
3,317.649,300000,1100000,VOC,KOhm,BME680,1614573625.717945
0,28.7536328125,-40,85,Thermometer,°c,BME680,1614573686.910443
1,985.6369636275755,300,1100,Barometer,hPa,BME680,1614573686.910443
2,26.2650885659881,0,100,Hygrometer,%,BME680,1614573686.910443
3,317.649,300000,1100000,VOC,KOhm,BME680,1614573686.910443
0,28.73078125,-40,85,Thermometer,°c,BME680,1614573747.8023217
1,985.6206338656855,300,1100,Barometer,hPa,BME680,1614573747.8023217
2,26.318528262219235,0,100,Hygrometer,%,BME680,1614573747.8023217
3,317.07,300000,1100000,VOC,KOhm,BME680,1614573747.8023217
0,28.71515625,-40,85,Thermometer,°c,BME680,1614573808.7202537
1,985.6067842958569,300,1100,Barometer,hPa,BME680,1614573808.7202537
2,26.31730875217227,0,100,Hygrometer,%,BME680,1614573808.7202537
3,317.07,300000,1100000,VOC,KOhm,BME680,1614573808.7202537
0,28.7071484375,-40,85,Thermometer,°c,BME680,1614573869.5802634
1,985.6083724766526,300,1100,Barometer,hPa,BME680,1614573869.5802634
2,26.305638629655377,0,100,Hygrometer,%,BME680,1614573869.5802634
3,317.07,300000,1100000,VOC,KOhm,BME680,1614573869.5802634
0,28.6852734375,-40,85,Thermometer,°c,BME680,1614573930.4902406
1,985.5953309481151,300,1100,Barometer,hPa,BME680,1614573930.4902406
2,26.287367170117626,0,100,Hygrometer,%,BME680,1614573930.4902406
3,316.205,300000,1100000,VOC,KOhm,BME680,1614573930.4902406
0,28.6618359375,-40,85,Thermometer,°c,BME680,1614573991.4111583
1,985.5745541755375,300,1100,Barometer,hPa,BME680,1614573991.4111583
2,26.246898403831715,0,100,Hygrometer,%,BME680,1614573991.4111583
3,315.345,300000,1100000,VOC,KOhm,BME680,1614573991.4111583
0,28.6380078125,-40,85,Thermometer,°c,BME680,1614574052.2837286
1,985.5425846443645,300,1100,Barometer,hPa,BME680,1614574052.2837286
2,26.228487450858573,0,100,Hygrometer,%,BME680,1614574052.2837286
3,316.781,300000,1100000,VOC,KOhm,BME680,1614574052.2837286
0,28.617109375,-40,85,Thermometer,°c,BME680,1614574113.1966398
1,985.5151961801608,300,1100,Barometer,hPa,BME680,1614574113.1966398
2,26.24893686322442,0,100,Hygrometer,%,BME680,1614574113.1966398
3,315.918,300000,1100000,VOC,KOhm,BME680,1614574113.1966398
0,28.5985546875,-40,85,Thermometer,°c,BME680,1614574174.0802274
1,985.5214502733006,300,1100,Barometer,hPa,BME680,1614574174.0802274
2,26.192315897397354,0,100,Hygrometer,%,BME680,1614574174.0802274
3,316.781,300000,1100000,VOC,KOhm,BME680,1614574174.0802274
0,28.57453125,-40,85,Thermometer,°c,BME680,1614574234.9602334
1,985.5173871788751,300,1100,Barometer,hPa,BME680,1614574234.9602334
2,26.16838711763636,0,100,Hygrometer,%,BME680,1614574234.9602334
3,315.918,300000,1100000,VOC,KOhm,BME680,1614574234.9602334
0,28.56046875,-40,85,Thermometer,°c,BME680,1614574295.8202448
1,985.5006863744632,300,1100,Barometer,hPa,BME680,1614574295.8202448
2,26.150751577647473,0,100,Hygrometer,%,BME680,1614574295.8202448
3,317.649,300000,1100000,VOC,KOhm,BME680,1614574295.8202448
0,28.5450390625,-40,85,Thermometer,°c,BME680,1614574356.7002292
1,985.4800842080696,300,1100,Barometer,hPa,BME680,1614574356.7002292
2,26.105448106436057,0,100,Hygrometer,%,BME680,1614574356.7002292
3,317.649,300000,1100000,VOC,KOhm,BME680,1614574356.7002292
0,28.5266796875,-40,85,Thermometer,°c,BME680,1614574417.5802267
1,985.4690061865426,300,1100,Barometer,hPa,BME680,1614574417.5802267
2,26.109539372543924,0,100,Hygrometer,%,BME680,1614574417.5802267
3,316.781,300000,1100000,VOC,KOhm,BME680,1614574417.5802267
0,28.5071484375,-40,85,Thermometer,°c,BME680,1614574478.4831843
1,985.42964761274,300,1100,Barometer,hPa,BME680,1614574478.4831843
2,26.119052419313967,0,100,Hygrometer,%,BME680,1614574478.4831843
3,316.781,300000,1100000,VOC,KOhm,BME680,1614574478.4831843
0,28.490546875,-40,85,Thermometer,°c,BME680,1614574539.3302615
1,985.3878187532255,300,1100,Barometer,hPa,BME680,1614574539.3302615
2,26.106742758552265,0,100,Hygrometer,%,BME680,1614574539.3302615
3,315.918,300000,1100000,VOC,KOhm,BME680,1614574539.3302615
0,28.483515625,-40,85,Thermometer,°c,BME680,1614574600.2373548
1,985.3486145910961,300,1100,Barometer,hPa,BME680,1614574600.2373548
2,26.073131458835174,0,100,Hygrometer,%,BME680,1614574600.2373548
3,319.106,300000,1100000,VOC,KOhm,BME680,1614574600.2373548
0,28.460859375,-40,85,Thermometer,°c,BME680,1614574661.4917078
1,985.313187386315,300,1100,Barometer,hPa,BME680,1614574661.4917078
2,26.12098139534455,0,100,Hygrometer,%,BME680,1614574661.4917078
3,316.493,300000,1100000,VOC,KOhm,BME680,1614574661.4917078
0,28.4325390625,-40,85,Thermometer,°c,BME680,1614574722.3302495
1,985.2689037991794,300,1100,Barometer,hPa,BME680,1614574722.3302495
2,26.14635150385299,0,100,Hygrometer,%,BME680,1614574722.3302495
3,317.07,300000,1100000,VOC,KOhm,BME680,1614574722.3302495
0,28.4016796875,-40,85,Thermometer,°c,BME680,1614574783.2103136
1,985.2224133259037,300,1100,Barometer,hPa,BME680,1614574783.2103136
2,26.166013534443213,0,100,Hygrometer,%,BME680,1614574783.2103136
3,315.059,300000,1100000,VOC,KOhm,BME680,1614574783.2103136
0,28.3883984375,-40,85,Thermometer,°c,BME680,1614574844.1097288
1,985.1681530603488,300,1100,Barometer,hPa,BME680,1614574844.1097288
2,26.131909180825808,0,100,Hygrometer,%,BME680,1614574844.1097288
3,317.939,300000,1100000,VOC,KOhm,BME680,1614574844.1097288
0,28.36984375,-40,85,Thermometer,°c,BME680,1614574905.0207458
1,985.1373786142867,300,1100,Barometer,hPa,BME680,1614574905.0207458
2,26.14149700468224,0,100,Hygrometer,%,BME680,1614574905.0207458
3,317.07,300000,1100000,VOC,KOhm,BME680,1614574905.0207458
0,28.3512890625,-40,85,Thermometer,°c,BME680,1614574965.8921475
1,985.1048417842935,300,1100,Barometer,hPa,BME680,1614574965.8921475
2,26.134549180881518,0,100,Hygrometer,%,BME680,1614574965.8921475
3,317.359,300000,1100000,VOC,KOhm,BME680,1614574965.8921475
0,28.3313671875,-40,85,Thermometer,°c,BME680,1614575026.8487961
1,985.0825061538093,300,1100,Barometer,hPa,BME680,1614575026.8487961
2,26.133007798674818,0,100,Hygrometer,%,BME680,1614575026.8487961
3,317.07,300000,1100000,VOC,KOhm,BME680,1614575026.8487961
0,28.30890625,-40,85,Thermometer,°c,BME680,1614575087.749374
1,985.052675076728,300,1100,Barometer,hPa,BME680,1614575087.749374
2,26.147804304733548,0,100,Hygrometer,%,BME680,1614575087.749374
3,315.918,300000,1100000,VOC,KOhm,BME680,1614575087.749374
0,28.2878125,-40,85,Thermometer,°c,BME680,1614575148.6202147
1,985.0813819476504,300,1100,Barometer,hPa,BME680,1614575148.6202147
2,26.17924427608481,0,100,Hygrometer,%,BME680,1614575148.6202147
3,316.781,300000,1100000,VOC,KOhm,BME680,1614575148.6202147
0,28.2680859375,-40,85,Thermometer,°c,BME680,1614575209.5236633
1,985.1756715447127,300,1100,Barometer,hPa,BME680,1614575209.5236633
2,26.17771645921406,0,100,Hygrometer,%,BME680,1614575209.5236633
3,318.23,300000,1100000,VOC,KOhm,BME680,1614575209.5236633
0,28.250703125,-40,85,Thermometer,°c,BME680,1614575270.4152308
1,985.2542329287915,300,1100,Barometer,hPa,BME680,1614575270.4152308
2,26.18188270846339,0,100,Hygrometer,%,BME680,1614575270.4152308
3,318.522,300000,1100000,VOC,KOhm,BME680,1614575270.4152308
0,28.242109375,-40,85,Thermometer,°c,BME680,1614575331.3167925
1,985.2883771356413,300,1100,Barometer,hPa,BME680,1614575331.3167925
2,26.159169820143028,0,100,Hygrometer,%,BME680,1614575331.3167925
3,318.522,300000,1100000,VOC,KOhm,BME680,1614575331.3167925
0,28.221015625,-40,85,Thermometer,°c,BME680,1614575392.2195172
1,985.3117801958113,300,1100,Barometer,hPa,BME680,1614575392.2195172
2,26.190608385437738,0,100,Hygrometer,%,BME680,1614575392.2195172
3,319.399,300000,1100000,VOC,KOhm,BME680,1614575392.2195172
0,28.2110546875,-40,85,Thermometer,°c,BME680,1614575453.0802426
1,985.3279215611844,300,1100,Barometer,hPa,BME680,1614575453.0802426
2,26.17881279077367,0,100,Hygrometer,%,BME680,1614575453.0802426
3,319.693,300000,1100000,VOC,KOhm,BME680,1614575453.0802426
0,28.207734375,-40,85,Thermometer,°c,BME680,1614575513.9835794
1,985.3456379578857,300,1100,Barometer,hPa,BME680,1614575513.9835794
2,26.13997853446915,0,100,Hygrometer,%,BME680,1614575513.9835794
3,319.399,300000,1100000,VOC,KOhm,BME680,1614575513.9835794
0,28.1895703125,-40,85,Thermometer,°c,BME680,1614575574.8302195
1,985.3665685991037,300,1100,Barometer,hPa,BME680,1614575574.8302195
2,26.193685466428825,0,100,Hygrometer,%,BME680,1614575574.8302195
3,319.106,300000,1100000,VOC,KOhm,BME680,1614575574.8302195
0,28.18546875,-40,85,Thermometer,°c,BME680,1614575635.736019
1,985.3742505366781,300,1100,Barometer,hPa,BME680,1614575635.736019
2,26.138257288060675,0,100,Hygrometer,%,BME680,1614575635.736019
3,321.466,300000,1100000,VOC,KOhm,BME680,1614575635.736019
0,28.170625,-40,85,Thermometer,°c,BME680,1614575696.9325194
1,985.3527925354531,300,1100,Barometer,hPa,BME680,1614575696.9325194
2,26.19773056496877,0,100,Hygrometer,%,BME680,1614575696.9325194
3,320.282,300000,1100000,VOC,KOhm,BME680,1614575696.9325194
0,28.1540234375,-40,85,Thermometer,°c,BME680,1614575757.8202758
1,985.3056767872798,300,1100,Barometer,hPa,BME680,1614575757.8202758
2,26.185421587930065,0,100,Hygrometer,%,BME680,1614575757.8202758
3,319.399,300000,1100000,VOC,KOhm,BME680,1614575757.8202758
0,28.133125,-40,85,Thermometer,°c,BME680,1614575818.7424846
1,985.2729862592128,300,1100,Barometer,hPa,BME680,1614575818.7424846
2,26.18931556832984,0,100,Hygrometer,%,BME680,1614575818.7424846
3,319.106,300000,1100000,VOC,KOhm,BME680,1614575818.7424846
0,28.115546875,-40,85,Thermometer,°c,BME680,1614575879.6503217
1,985.2701584156559,300,1100,Barometer,hPa,BME680,1614575879.6503217
2,26.18244410175876,0,100,Hygrometer,%,BME680,1614575879.6503217
3,320.282,300000,1100000,VOC,KOhm,BME680,1614575879.6503217
0,28.0880078125,-40,85,Thermometer,°c,BME680,1614575940.530277
1,985.2975586806112,300,1100,Barometer,hPa,BME680,1614575940.530277
2,26.257483852021114,0,100,Hygrometer,%,BME680,1614575940.530277
3,319.693,300000,1100000,VOC,KOhm,BME680,1614575940.530277
0,28.078046875,-40,85,Thermometer,°c,BME680,1614576001.5601773
1,985.3348344337371,300,1100,Barometer,hPa,BME680,1614576001.5601773
2,26.20709830463705,0,100,Hygrometer,%,BME680,1614576001.5601773
3,319.693,300000,1100000,VOC,KOhm,BME680,1614576001.5601773
0,28.0661328125,-40,85,Thermometer,°c,BME680,1614576062.4383755
1,985.3778624812376,300,1100,Barometer,hPa,BME680,1614576062.4383755
2,26.189642868677048,0,100,Hygrometer,%,BME680,1614576062.4383755
3,319.399,300000,1100000,VOC,KOhm,BME680,1614576062.4383755
0,28.0544140625,-40,85,Thermometer,°c,BME680,1614576123.33025
1,985.3912418710252,300,1100,Barometer,hPa,BME680,1614576123.33025
2,26.232828050377638,0,100,Hygrometer,%,BME680,1614576123.33025
3,322.061,300000,1100000,VOC,KOhm,BME680,1614576123.33025
0,28.043671875,-40,85,Thermometer,°c,BME680,1614576184.1802192
1,985.3797202905881,300,1100,Barometer,hPa,BME680,1614576184.1802192
2,26.19341599184312,0,100,Hygrometer,%,BME680,1614576184.1802192
3,323.861,300000,1100000,VOC,KOhm,BME680,1614576184.1802192
0,28.0317578125,-40,85,Thermometer,°c,BME680,1614576245.0802364
1,985.3646032572859,300,1100,Barometer,hPa,BME680,1614576245.0802364
2,26.209026833587046,0,100,Hygrometer,%,BME680,1614576245.0802364
3,321.466,300000,1100000,VOC,KOhm,BME680,1614576245.0802364
0,28.026875,-40,85,Thermometer,°c,BME680,1614576305.9713337
1,985.355201823693,300,1100,Barometer,hPa,BME680,1614576305.9713337
2,26.214160148567604,0,100,Hygrometer,%,BME680,1614576305.9713337
3,323.259,300000,1100000,VOC,KOhm,BME680,1614576305.9713337
0,28.017109375,-40,85,Thermometer,°c,BME680,1614576366.8936443
1,985.332875522895,300,1100,Barometer,hPa,BME680,1614576366.8936443
2,26.196871820713707,0,100,Hygrometer,%,BME680,1614576366.8936443
3,320.577,300000,1100000,VOC,KOhm,BME680,1614576366.8936443
0,28.0034375,-40,85,Thermometer,°c,BME680,1614576427.765297
1,985.3114849196763,300,1100,Barometer,hPa,BME680,1614576427.765297
2,26.23439195894584,0,100,Hygrometer,%,BME680,1614576427.765297
3,322.959,300000,1100000,VOC,KOhm,BME680,1614576427.765297
0,28.0036328125,-40,85,Thermometer,°c,BME680,1614576488.650242
1,985.2924113514694,300,1100,Barometer,hPa,BME680,1614576488.650242
2,26.17929953109646,0,100,Hygrometer,%,BME680,1614576488.650242
3,322.659,300000,1100000,VOC,KOhm,BME680,1614576488.650242
0,28.003046875,-40,85,Thermometer,°c,BME680,1614576549.5002313
1,985.3091120216834,300,1100,Barometer,hPa,BME680,1614576549.5002313
2,26.157217506660743,0,100,Hygrometer,%,BME680,1614576549.5002313
3,322.061,300000,1100000,VOC,KOhm,BME680,1614576549.5002313
0,27.9973828125,-40,85,Thermometer,°c,BME680,1614576610.4046388
1,985.3319612859642,300,1100,Barometer,hPa,BME680,1614576610.4046388
2,26.162288773367344,0,100,Hygrometer,%,BME680,1614576610.4046388
3,322.36,300000,1100000,VOC,KOhm,BME680,1614576610.4046388
0,27.9887890625,-40,85,Thermometer,°c,BME680,1614576671.7401803
1,985.3713664979687,300,1100,Barometer,hPa,BME680,1614576671.7401803
2,26.167133775840874,0,100,Hygrometer,%,BME680,1614576671.7401803
3,322.659,300000,1100000,VOC,KOhm,BME680,1614576671.7401803
0,27.9846875,-40,85,Thermometer,°c,BME680,1614576732.5802379
1,985.380804055344,300,1100,Barometer,hPa,BME680,1614576732.5802379
2,26.194364320153092,0,100,Hygrometer,%,BME680,1614576732.5802379
3,323.56,300000,1100000,VOC,KOhm,BME680,1614576732.5802379
0,27.98625,-40,85,Thermometer,°c,BME680,1614576793.49023
1,985.3762021341203,300,1100,Barometer,hPa,BME680,1614576793.49023
2,26.18346545994349,0,100,Hygrometer,%,BME680,1614576793.49023
3,324.768,300000,1100000,VOC,KOhm,BME680,1614576793.49023
0,27.98703125,-40,85,Thermometer,°c,BME680,1614576854.415912
1,985.3509990834744,300,1100,Barometer,hPa,BME680,1614576854.415912
2,26.15047209278455,0,100,Hygrometer,%,BME680,1614576854.415912
